month,city,sales_channel,category_l1,category_l2,customer_type,promotion_type,paying_customers,paid_orders,units_sold,gmv
2026-04,南浦市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,22,24,34,1047.20
2026-04,南浦市,第三方平台,厨房用品,烹饪器具,老客户,无促销,142,206,295,20809.30
2026-04,南浦市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,42,62,87,5695.02
2026-04,南浦市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,23,34,48,2879.52
2026-04,南浦市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,42,63,89,5801.91
2026-04,南浦市,第三方平台,厨房用品,餐厨工具,老客户,无促销,125,182,257,8822.81
2026-04,南浦市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,37,55,77,2413.95
2026-04,南浦市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,21,31,44,1270.28
2026-04,南浦市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,37,55,78,2402.40
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,新客户,无促销,105,117,178,7620.18
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,31,34,52,2101.84
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,17,19,29,1062.27
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,19,21,32,1261.76
2026-04,南浦市,第三方平台,收纳用品,空间整理,新客户,无促销,93,104,159,9069.36
2026-04,南浦市,第三方平台,收纳用品,空间整理,新客户,优惠券,27,30,46,2492.28
2026-04,南浦市,第三方平台,收纳用品,空间整理,新客户,平台大促,15,17,26,1260.22
2026-04,南浦市,第三方平台,收纳用品,空间整理,新客户,会员优惠,17,19,30,1592.40
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,老客户,无促销,108,159,249,10659.69
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,32,47,73,2950.66
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,18,26,40,1465.20
2026-04,南浦市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,32,47,74,2917.82
2026-04,南浦市,第三方平台,收纳用品,空间整理,老客户,无促销,96,140,216,12320.64
2026-04,南浦市,第三方平台,收纳用品,空间整理,老客户,优惠券,28,41,63,3413.34
2026-04,南浦市,第三方平台,收纳用品,空间整理,老客户,平台大促,16,24,37,1793.39
2026-04,南浦市,第三方平台,收纳用品,空间整理,老客户,会员优惠,29,42,65,3450.20
2026-04,南浦市,第三方平台,清洁用品,清洁工具,新客户,无促销,129,142,238,9229.64
2026-04,南浦市,第三方平台,清洁用品,清洁工具,新客户,优惠券,38,42,71,2592.92
2026-04,南浦市,第三方平台,清洁用品,清洁工具,新客户,平台大促,21,23,38,1263.12
2026-04,南浦市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,23,26,43,1544.13
2026-04,南浦市,第三方平台,清洁用品,家居耗材,新客户,无促销,114,124,211,5426.92
2026-04,南浦市,第三方平台,清洁用品,家居耗材,新客户,优惠券,34,38,63,1493.10
2026-04,南浦市,第三方平台,清洁用品,家居耗材,新客户,平台大促,19,21,35,763.00
2026-04,南浦市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,21,23,38,884.64
2026-04,南浦市,第三方平台,清洁用品,清洁工具,老客户,无促销,131,195,329,12758.62
2026-04,南浦市,第三方平台,清洁用品,清洁工具,老客户,优惠券,39,58,96,3505.92
2026-04,南浦市,第三方平台,清洁用品,清洁工具,老客户,平台大促,21,31,53,1761.72
2026-04,南浦市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,39,58,98,3519.18
2026-04,南浦市,第三方平台,清洁用品,家居耗材,老客户,无促销,116,173,290,7458.80
2026-04,南浦市,第三方平台,清洁用品,家居耗材,老客户,优惠券,34,51,84,1990.80
2026-04,南浦市,第三方平台,清洁用品,家居耗材,老客户,平台大促,19,28,48,1046.40
2026-04,南浦市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,35,52,87,2025.36
2026-04,南浦市,第三方平台,小家电,厨房小电,新客户,无促销,89,97,110,27353.70
2026-04,南浦市,第三方平台,小家电,厨房小电,新客户,优惠券,26,28,31,7098.38
2026-04,南浦市,第三方平台,小家电,厨房小电,新客户,平台大促,15,16,18,3711.06
2026-04,南浦市,第三方平台,小家电,厨房小电,新客户,会员优惠,16,18,20,4524.60
2026-04,南浦市,第三方平台,小家电,生活电器,新客户,无促销,79,88,99,18999.09
2026-04,南浦市,第三方平台,小家电,生活电器,新客户,优惠券,23,26,29,5064.85
2026-04,南浦市,第三方平台,小家电,生活电器,新客户,平台大促,13,14,16,2521.60
2026-04,南浦市,第三方平台,小家电,生活电器,新客户,会员优惠,14,16,18,3086.82
2026-04,南浦市,第三方平台,小家电,厨房小电,老客户,无促销,89,133,147,36554.49
2026-04,南浦市,第三方平台,小家电,厨房小电,老客户,优惠券,26,39,43,9846.14
2026-04,南浦市,第三方平台,小家电,厨房小电,老客户,平台大促,15,22,25,5154.25
2026-04,南浦市,第三方平台,小家电,厨房小电,老客户,会员优惠,26,39,44,9954.12
2026-04,南浦市,第三方平台,小家电,生活电器,老客户,无促销,79,117,133,25524.03
2026-04,南浦市,第三方平台,小家电,生活电器,老客户,优惠券,23,34,38,6636.70
2026-04,南浦市,第三方平台,小家电,生活电器,老客户,平台大促,13,19,21,3309.60
2026-04,南浦市,第三方平台,小家电,生活电器,老客户,会员优惠,24,36,40,6859.60
2026-04,榕川市,自营App,厨房用品,烹饪器具,新客户,无促销,215,237,338,23332.14
2026-04,榕川市,自营App,厨房用品,烹饪器具,新客户,优惠券,64,71,100,6349.00
2026-04,榕川市,自营App,厨房用品,烹饪器具,新客户,平台大促,35,39,55,3186.15
2026-04,榕川市,自营App,厨房用品,烹饪器具,新客户,会员优惠,39,43,62,3910.96
2026-04,榕川市,自营App,厨房用品,餐厨工具,新客户,无促销,191,207,298,9902.54
2026-04,榕川市,自营App,厨房用品,餐厨工具,新客户,优惠券,56,62,88,2727.12
2026-04,榕川市,自营App,厨房用品,餐厨工具,新客户,平台大促,31,34,49,1362.69
2026-04,榕川市,自营App,厨房用品,餐厨工具,新客户,会员优惠,35,39,55,1661.55
2026-04,榕川市,自营App,厨房用品,烹饪器具,老客户,无促销,235,341,485,33479.55
2026-04,榕川市,自营App,厨房用品,烹饪器具,老客户,优惠券,69,102,144,9142.56
2026-04,榕川市,自营App,厨房用品,烹饪器具,老客户,平台大促,39,57,82,4750.26
2026-04,榕川市,自营App,厨房用品,烹饪器具,老客户,会员优惠,70,103,147,9272.76
2026-04,榕川市,自营App,厨房用品,餐厨工具,老客户,无促销,209,311,436,14488.28
2026-04,榕川市,自营App,厨房用品,餐厨工具,老客户,优惠券,62,91,130,4028.70
2026-04,榕川市,自营App,厨房用品,餐厨工具,老客户,平台大促,34,50,72,2002.32
2026-04,榕川市,自营App,厨房用品,餐厨工具,老客户,会员优惠,62,92,130,3927.30
2026-04,榕川市,自营App,收纳用品,衣物收纳,新客户,无促销,174,190,297,12331.44
2026-04,榕川市,自营App,收纳用品,衣物收纳,新客户,优惠券,51,55,86,3332.50
2026-04,榕川市,自营App,收纳用品,衣物收纳,新客户,平台大促,29,32,49,1715.00
2026-04,榕川市,自营App,收纳用品,衣物收纳,新客户,会员优惠,31,34,53,2005.52
2026-04,榕川市,自营App,收纳用品,空间整理,新客户,无促销,155,170,260,14502.80
2026-04,榕川市,自营App,收纳用品,空间整理,新客户,优惠券,46,51,79,4138.02
2026-04,榕川市,自营App,收纳用品,空间整理,新客户,平台大促,25,27,43,2035.62
2026-04,榕川市,自营App,收纳用品,空间整理,新客户,会员优惠,28,31,48,2466.72
2026-04,榕川市,自营App,收纳用品,衣物收纳,老客户,无促销,181,263,410,17023.20
2026-04,榕川市,自营App,收纳用品,衣物收纳,老客户,优惠券,53,79,123,4766.25
2026-04,榕川市,自营App,收纳用品,衣物收纳,老客户,平台大促,30,44,69,2415.00
2026-04,榕川市,自营App,收纳用品,衣物收纳,老客户,会员优惠,54,79,121,4578.64
2026-04,榕川市,自营App,收纳用品,空间整理,老客户,无促销,161,234,360,20080.80
2026-04,榕川市,自营App,收纳用品,空间整理,老客户,优惠券,47,69,109,5709.42
2026-04,榕川市,自营App,收纳用品,空间整理,老客户,平台大促,26,39,61,2887.74
2026-04,榕川市,自营App,收纳用品,空间整理,老客户,会员优惠,48,71,110,5652.90
2026-04,榕川市,自营App,清洁用品,清洁工具,新客户,无促销,212,234,387,14864.67
2026-04,榕川市,自营App,清洁用品,清洁工具,新客户,优惠券,62,69,118,4128.82
2026-04,榕川市,自营App,清洁用品,清洁工具,新客户,平台大促,35,38,64,2065.28
2026-04,榕川市,自营App,清洁用品,清洁工具,新客户,会员优惠,38,41,69,2414.31
2026-04,榕川市,自营App,清洁用品,家居耗材,新客户,无促销,188,204,344,8617.20
2026-04,榕川市,自营App,清洁用品,家居耗材,新客户,优惠券,55,61,103,2371.06
2026-04,榕川市,自营App,清洁用品,家居耗材,新客户,平台大促,31,34,58,1220.90
2026-04,榕川市,自营App,清洁用品,家居耗材,新客户,会员优惠,34,38,63,1430.10
2026-04,榕川市,自营App,清洁用品,清洁工具,老客户,无促销,219,319,543,20856.63
2026-04,榕川市,自营App,清洁用品,清洁工具,老客户,优惠券,65,95,160,5598.40
2026-04,榕川市,自营App,清洁用品,清洁工具,老客户,平台大促,36,54,92,2968.84
2026-04,榕川市,自营App,清洁用品,清洁工具,老客户,会员优惠,65,97,164,5738.36
2026-04,榕川市,自营App,清洁用品,家居耗材,老客户,无促销,195,285,481,12049.05
2026-04,榕川市,自营App,清洁用品,家居耗材,老客户,优惠券,57,83,139,3199.78
2026-04,榕川市,自营App,清洁用品,家居耗材,老客户,平台大促,32,47,79,1662.95
2026-04,榕川市,自营App,清洁用品,家居耗材,老客户,会员优惠,58,86,146,3314.20
2026-04,榕川市,自营App,小家电,厨房小电,新客户,无促销,140,152,168,39950.40
2026-04,榕川市,自营App,小家电,厨房小电,新客户,优惠券,41,44,49,10845.17
2026-04,榕川市,自营App,小家电,厨房小电,新客户,平台大促,23,25,28,5585.16
2026-04,榕川市,自营App,小家电,厨房小电,新客户,会员优惠,25,27,30,6466.50
2026-04,榕川市,自营App,小家电,生活电器,新客户,无促销,125,139,157,28577.14
2026-04,榕川市,自营App,小家电,生活电器,新客户,优惠券,37,40,45,7673.85
2026-04,榕川市,自营App,小家电,生活电器,新客户,平台大促,20,22,25,3910.25
2026-04,榕川市,自营App,小家电,生活电器,新客户,会员优惠,23,25,28,4641.00
2026-04,榕川市,自营App,小家电,厨房小电,老客户,无促销,150,221,245,58261.00
2026-04,榕川市,自营App,小家电,厨房小电,老客户,优惠券,44,65,72,15935.76
2026-04,榕川市,自营App,小家电,厨房小电,老客户,平台大促,25,36,41,8178.27
2026-04,榕川市,自营App,小家电,厨房小电,老客户,会员优惠,45,65,72,15519.60
2026-04,榕川市,自营App,小家电,生活电器,老客户,无促销,133,195,220,40044.40
2026-04,榕川市,自营App,小家电,生活电器,老客户,优惠券,39,59,65,11084.45
2026-04,榕川市,自营App,小家电,生活电器,老客户,平台大促,22,33,37,5787.17
2026-04,榕川市,自营App,小家电,生活电器,老客户,会员优惠,39,58,64,10608.00
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,新客户,无促销,164,181,253,16976.30
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,48,52,73,4609.95
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,27,30,43,2427.35
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,30,33,46,2798.64
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,新客户,无促销,146,160,227,7357.07
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,43,47,67,2003.97
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,24,26,38,1041.58
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,26,29,41,1215.65
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,老客户,无促销,160,239,335,22478.50
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,47,68,95,5999.25
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,26,38,53,2991.85
2026-04,榕川市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,48,72,102,6205.68
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,老客户,无促销,142,211,301,9755.41
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,42,61,88,2632.08
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,24,36,50,1370.50
2026-04,榕川市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,42,63,88,2609.20
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,新客户,无促销,129,142,224,9190.72
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,38,42,65,2489.50
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,21,23,36,1229.76
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,23,26,40,1490.40
2026-04,榕川市,自营小程序,收纳用品,空间整理,新客户,无促销,114,126,193,10699.92
2026-04,榕川市,自营小程序,收纳用品,空间整理,新客户,优惠券,34,37,58,2950.46
2026-04,榕川市,自营小程序,收纳用品,空间整理,新客户,平台大促,19,21,33,1538.79
2026-04,榕川市,自营小程序,收纳用品,空间整理,新客户,会员优惠,21,23,36,1803.24
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,老客户,无促销,124,186,283,11611.49
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,36,54,83,3178.90
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,20,30,47,1605.52
2026-04,榕川市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,37,54,82,3055.32
2026-04,榕川市,自营小程序,收纳用品,空间整理,老客户,无促销,110,161,246,13638.24
2026-04,榕川市,自营小程序,收纳用品,空间整理,老客户,优惠券,32,48,74,3764.38
2026-04,榕川市,自营小程序,收纳用品,空间整理,老客户,平台大促,18,27,42,1958.46
2026-04,榕川市,自营小程序,收纳用品,空间整理,老客户,会员优惠,33,48,75,3756.75
2026-04,榕川市,自营小程序,清洁用品,清洁工具,新客户,无促销,151,166,278,10258.20
2026-04,榕川市,自营小程序,清洁用品,清洁工具,新客户,优惠券,44,48,82,2814.24
2026-04,榕川市,自营小程序,清洁用品,清洁工具,新客户,平台大促,25,27,45,1394.10
2026-04,榕川市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,27,29,48,1624.32
2026-04,榕川市,自营小程序,清洁用品,家居耗材,新客户,无促销,134,145,242,5875.76
2026-04,榕川市,自营小程序,清洁用品,家居耗材,新客户,优惠券,39,43,72,1640.88
2026-04,榕川市,自营小程序,清洁用品,家居耗材,新客户,平台大促,22,24,41,846.65
2026-04,榕川市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,24,26,44,984.72
2026-04,榕川市,自营小程序,清洁用品,清洁工具,老客户,无促销,146,213,360,13284.00
2026-04,榕川市,自营小程序,清洁用品,清洁工具,老客户,优惠券,43,64,108,3706.56
2026-04,榕川市,自营小程序,清洁用品,清洁工具,老客户,平台大促,24,36,61,1889.78
2026-04,榕川市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,44,65,110,3722.40
2026-04,榕川市,自营小程序,清洁用品,家居耗材,老客户,无促销,130,194,324,7866.72
2026-04,榕川市,自营小程序,清洁用品,家居耗材,老客户,优惠券,38,56,95,2165.05
2026-04,榕川市,自营小程序,清洁用品,家居耗材,老客户,平台大促,21,31,52,1073.80
2026-04,榕川市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,39,57,97,2170.86
2026-04,榕川市,自营小程序,小家电,厨房小电,新客户,无促销,99,108,120,28371.60
2026-04,榕川市,自营小程序,小家电,厨房小电,新客户,优惠券,29,32,36,7855.20
2026-04,榕川市,自营小程序,小家电,厨房小电,新客户,平台大促,16,18,20,3905.00
2026-04,榕川市,自营小程序,小家电,厨房小电,新客户,会员优惠,18,20,22,4716.36
2026-04,榕川市,自营小程序,小家电,生活电器,新客户,无促销,87,97,110,19729.60
2026-04,榕川市,自营小程序,小家电,生活电器,新客户,优惠券,26,29,32,5410.24
2026-04,榕川市,自营小程序,小家电,生活电器,新客户,平台大促,14,15,17,2569.21
2026-04,榕川市,自营小程序,小家电,生活电器,新客户,会员优惠,16,18,20,3300.80
2026-04,榕川市,自营小程序,小家电,厨房小电,老客户,无促销,97,144,159,37592.37
2026-04,榕川市,自营小程序,小家电,厨房小电,老客户,优惠券,29,43,48,10473.60
2026-04,榕川市,自营小程序,小家电,厨房小电,老客户,平台大促,16,24,27,5271.75
2026-04,榕川市,自营小程序,小家电,厨房小电,老客户,会员优惠,29,43,48,10290.24
2026-04,榕川市,自营小程序,小家电,生活电器,老客户,无促销,86,128,142,25469.12
2026-04,榕川市,自营小程序,小家电,生活电器,老客户,优惠券,26,39,43,7270.01
2026-04,榕川市,自营小程序,小家电,生活电器,老客户,平台大促,14,21,24,3627.12
2026-04,榕川市,自营小程序,小家电,生活电器,老客户,会员优惠,26,39,43,7096.72
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,新客户,无促销,123,135,191,13576.28
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,36,39,55,3659.15
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,20,22,31,1856.59
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,22,24,35,2257.15
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,新客户,无促销,109,122,175,5937.75
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,32,36,51,1594.77
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,18,20,29,836.07
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,20,22,31,960.07
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,老客户,无促销,121,176,251,17841.08
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,36,52,74,4923.22
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,20,30,42,2515.38
2026-04,榕川市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,36,53,74,4772.26
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,老客户,无促销,107,156,221,7498.53
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,32,47,68,2126.36
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,18,26,36,1037.88
2026-04,榕川市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,32,48,67,2074.99
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,新客户,无促销,91,101,156,6756.36
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,27,30,47,1899.74
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,15,17,26,940.68
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,16,17,26,1025.96
2026-04,榕川市,第三方平台,收纳用品,空间整理,新客户,无促销,80,87,136,7892.08
2026-04,榕川市,第三方平台,收纳用品,空间整理,新客户,优惠券,24,27,42,2259.60
2026-04,榕川市,第三方平台,收纳用品,空间整理,新客户,平台大促,13,14,21,1007.79
2026-04,榕川市,第三方平台,收纳用品,空间整理,新客户,会员优惠,14,16,25,1315.25
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,老客户,无促销,101,148,228,9874.68
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,30,44,69,2788.98
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,17,25,39,1411.02
2026-04,榕川市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,30,44,67,2643.82
2026-04,榕川市,第三方平台,收纳用品,空间整理,老客户,无促销,90,134,210,12186.30
2026-04,榕川市,第三方平台,收纳用品,空间整理,老客户,优惠券,26,38,60,3228.00
2026-04,榕川市,第三方平台,收纳用品,空间整理,老客户,平台大促,15,22,34,1631.66
2026-04,榕川市,第三方平台,收纳用品,空间整理,老客户,会员优惠,27,39,61,3209.21
2026-04,榕川市,第三方平台,清洁用品,清洁工具,新客户,无促销,112,123,207,8130.96
2026-04,榕川市,第三方平台,清洁用品,清洁工具,新客户,优惠券,33,36,59,2139.34
2026-04,榕川市,第三方平台,清洁用品,清洁工具,新客户,平台大促,19,21,35,1149.40
2026-04,榕川市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,20,22,37,1330.89
2026-04,榕川市,第三方平台,清洁用品,家居耗材,新客户,无促销,100,111,189,4862.97
2026-04,榕川市,第三方平台,清洁用品,家居耗材,新客户,优惠券,29,32,53,1269.35
2026-04,榕川市,第三方平台,清洁用品,家居耗材,新客户,平台大促,16,18,30,648.90
2026-04,榕川市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,18,20,33,780.78
2026-04,榕川市,第三方平台,清洁用品,清洁工具,老客户,无促销,118,173,289,11351.92
2026-04,榕川市,第三方平台,清洁用品,清洁工具,老客户,优惠券,35,51,85,3082.10
2026-04,榕川市,第三方平台,清洁用品,清洁工具,老客户,平台大促,19,28,46,1510.64
2026-04,榕川市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,35,51,84,3021.48
2026-04,榕川市,第三方平台,清洁用品,家居耗材,老客户,无促销,104,154,263,6766.99
2026-04,榕川市,第三方平台,清洁用品,家居耗材,老客户,优惠券,31,46,78,1868.10
2026-04,榕川市,第三方平台,清洁用品,家居耗材,老客户,平台大促,17,25,42,908.46
2026-04,榕川市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,31,45,75,1774.50
2026-04,榕川市,第三方平台,小家电,厨房小电,新客户,无促销,78,84,94,23255.60
2026-04,榕川市,第三方平台,小家电,厨房小电,新客户,优惠券,23,26,29,6553.71
2026-04,榕川市,第三方平台,小家电,厨房小电,新客户,平台大促,13,14,16,3286.72
2026-04,榕川市,第三方平台,小家电,厨房小电,新客户,会员优惠,14,15,17,3804.60
2026-04,榕川市,第三方平台,小家电,生活电器,新客户,无促销,69,75,84,15921.36
2026-04,榕川市,第三方平台,小家电,生活电器,新客户,优惠券,20,22,24,4283.52
2026-04,榕川市,第三方平台,小家电,生活电器,新客户,平台大促,11,12,14,2241.40
2026-04,榕川市,第三方平台,小家电,生活电器,新客户,会员优惠,12,13,15,2593.50
2026-04,榕川市,第三方平台,小家电,厨房小电,老客户,无促销,82,123,137,33893.80
2026-04,榕川市,第三方平台,小家电,厨房小电,老客户,优惠券,24,35,39,8813.61
2026-04,榕川市,第三方平台,小家电,厨房小电,老客户,平台大促,13,19,21,4313.82
2026-04,榕川市,第三方平台,小家电,厨房小电,老客户,会员优惠,24,35,40,8952.00
2026-04,榕川市,第三方平台,小家电,生活电器,老客户,无促销,73,108,119,22555.26
2026-04,榕川市,第三方平台,小家电,生活电器,老客户,优惠券,21,31,35,6246.80
2026-04,榕川市,第三方平台,小家电,生活电器,老客户,平台大促,12,18,20,3202.00
2026-04,榕川市,第三方平台,小家电,生活电器,老客户,会员优惠,22,32,36,6224.40
2026-05,北辰市,自营App,厨房用品,烹饪器具,新客户,无促销,219,239,344,23629.36
2026-05,北辰市,自营App,厨房用品,烹饪器具,新客户,优惠券,65,71,100,6361.00
2026-05,北辰市,自营App,厨房用品,烹饪器具,新客户,平台大促,36,39,55,3221.35
2026-05,北辰市,自营App,厨房用品,烹饪器具,新客户,会员优惠,40,45,65,4043.65
2026-05,北辰市,自营App,厨房用品,餐厨工具,新客户,无促销,194,216,302,10020.36
2026-05,北辰市,自营App,厨房用品,餐厨工具,新客户,优惠券,57,62,89,2745.65
2026-05,北辰市,自营App,厨房用品,餐厨工具,新客户,平台大促,32,35,50,1395.50
2026-05,北辰市,自营App,厨房用品,餐厨工具,新客户,会员优惠,35,38,55,1671.45
2026-05,北辰市,自营App,厨房用品,烹饪器具,老客户,无促销,205,270,379,26033.51
2026-05,北辰市,自营App,厨房用品,烹饪器具,老客户,优惠券,60,78,110,6997.10
2026-05,北辰市,自营App,厨房用品,烹饪器具,老客户,平台大促,33,43,61,3572.77
2026-05,北辰市,自营App,厨房用品,烹饪器具,老客户,会员优惠,61,79,111,6905.31
2026-05,北辰市,自营App,厨房用品,餐厨工具,老客户,无促销,182,238,338,11214.84
2026-05,北辰市,自营App,厨房用品,餐厨工具,老客户,优惠券,54,71,102,3146.70
2026-05,北辰市,自营App,厨房用品,餐厨工具,老客户,平台大促,30,40,56,1562.96
2026-05,北辰市,自营App,厨房用品,餐厨工具,老客户,会员优惠,54,70,98,2978.22
2026-05,北辰市,自营App,收纳用品,衣物收纳,新客户,无促销,176,193,296,12337.28
2026-05,北辰市,自营App,收纳用品,衣物收纳,新客户,优惠券,52,56,87,3417.36
2026-05,北辰市,自营App,收纳用品,衣物收纳,新客户,平台大促,29,32,49,1742.93
2026-05,北辰市,自营App,收纳用品,衣物收纳,新客户,会员优惠,32,35,55,2118.05
2026-05,北辰市,自营App,收纳用品,空间整理,新客户,无促销,156,173,266,14747.04
2026-05,北辰市,自营App,收纳用品,空间整理,新客户,优惠券,46,51,78,4108.26
2026-05,北辰市,自营App,收纳用品,空间整理,新客户,平台大促,26,29,44,2045.56
2026-05,北辰市,自营App,收纳用品,空间整理,新客户,会员优惠,28,30,46,2369.46
2026-05,北辰市,自营App,收纳用品,衣物收纳,老客户,无促销,164,211,325,13546.00
2026-05,北辰市,自营App,收纳用品,衣物收纳,老客户,优惠券,49,65,101,3967.28
2026-05,北辰市,自营App,收纳用品,衣物收纳,老客户,平台大促,27,35,54,1920.78
2026-05,北辰市,自营App,收纳用品,衣物收纳,老客户,会员优惠,49,63,98,3773.98
2026-05,北辰市,自营App,收纳用品,空间整理,老客户,无促销,146,192,301,16687.44
2026-05,北辰市,自营App,收纳用品,空间整理,老客户,优惠券,43,57,89,4687.63
2026-05,北辰市,自营App,收纳用品,空间整理,老客户,平台大促,24,32,49,2278.01
2026-05,北辰市,自营App,收纳用品,空间整理,老客户,会员优惠,43,56,86,4429.86
2026-05,北辰市,自营App,清洁用品,清洁工具,新客户,无促销,216,236,397,15185.25
2026-05,北辰市,自营App,清洁用品,清洁工具,新客户,优惠券,64,70,119,4200.70
2026-05,北辰市,自营App,清洁用品,清洁工具,新客户,平台大促,35,38,64,2045.44
2026-05,北辰市,自营App,清洁用品,清洁工具,新客户,会员优惠,39,43,72,2517.12
2026-05,北辰市,自营App,清洁用品,家居耗材,新客户,无促销,192,208,351,8859.24
2026-05,北辰市,自营App,清洁用品,家居耗材,新客户,优惠券,57,62,103,2389.60
2026-05,北辰市,自营App,清洁用品,家居耗材,新客户,平台大促,31,35,59,1225.43
2026-05,北辰市,自营App,清洁用品,家居耗材,新客户,会员优惠,35,39,65,1469.00
2026-05,北辰市,自营App,清洁用品,清洁工具,老客户,无促销,196,257,426,16294.50
2026-05,北辰市,自营App,清洁用品,清洁工具,老客户,优惠券,58,77,128,4518.40
2026-05,北辰市,自营App,清洁用品,清洁工具,老客户,平台大促,32,42,71,2269.16
2026-05,北辰市,自营App,清洁用品,清洁工具,老客户,会员优惠,58,75,124,4335.04
2026-05,北辰市,自营App,清洁用品,家居耗材,老客户,无促销,174,228,389,9818.36
2026-05,北辰市,自营App,清洁用品,家居耗材,老客户,优惠券,51,67,112,2598.40
2026-05,北辰市,自营App,清洁用品,家居耗材,老客户,平台大促,28,36,60,1246.20
2026-05,北辰市,自营App,清洁用品,家居耗材,老客户,会员优惠,52,67,111,2508.60
