month,city,sales_channel,category_l1,gmv,refund_amount,net_sales,cogs,gross_profit,marketing_expense,fulfillment_expense,channel_fee,contribution_profit
2025-11,南浦市,自营小程序,小家电,251906.47,30256.53,221649.94,169932.93,51717.01,7185.39,5723.00,2519.06,36289.56
2025-11,南浦市,第三方平台,厨房用品,97291.16,7566.33,89724.83,60571.25,29153.58,2511.07,6814.25,7977.88,11850.38
2025-11,南浦市,第三方平台,收纳用品,76888.54,6990.01,69898.53,42804.98,27093.55,1984.48,5291.35,6304.86,13512.86
2025-11,南浦市,第三方平台,清洁用品,66306.15,4229.01,62077.14,38555.26,23521.88,1711.35,6402.00,5437.10,9971.43
2025-11,南浦市,第三方平台,小家电,201189.70,24630.27,176559.43,129341.85,47217.58,5192.68,4365.00,16497.56,21162.34
2025-11,榕川市,自营App,厨房用品,152172.80,11708.88,140463.92,96982.24,43481.68,5047.31,10912.50,1826.07,25695.80
2025-11,榕川市,自营App,收纳用品,121434.40,11037.26,110397.14,69339.84,41057.30,4027.77,8579.65,1457.21,26992.67
2025-11,榕川市,自营App,清洁用品,100376.39,6501.96,93874.43,61210.37,32664.06,3329.31,10039.50,1204.52,18090.73
2025-11,榕川市,自营App,小家电,310100.63,37734.69,272365.94,204587.00,67778.94,10285.51,6930.65,3721.21,46841.57
2025-11,榕川市,自营小程序,厨房用品,101245.54,7747.68,93497.86,65776.97,27720.89,2850.99,7415.65,1012.46,16441.79
2025-11,榕川市,自营小程序,收纳用品,83326.94,7541.01,75785.93,48613.60,27172.33,2346.41,5984.90,833.27,18007.75
2025-11,榕川市,自营小程序,清洁用品,70143.51,4440.35,65703.16,43508.44,22194.72,1975.18,7119.80,701.44,12398.30
2025-11,榕川市,自营小程序,小家电,217314.95,26263.19,191051.76,147240.07,43811.69,6119.40,4976.10,2173.15,30543.04
2025-11,榕川市,第三方平台,厨房用品,82688.09,6342.72,76345.37,51024.58,25320.79,2146.72,5766.65,6780.42,10627.00
2025-11,榕川市,第三方平台,收纳用品,65655.25,5883.68,59771.57,36619.11,23152.46,1704.52,4529.90,5383.73,11534.31
2025-11,榕川市,第三方平台,清洁用品,56373.37,3611.99,52761.38,33251.73,19509.65,1463.55,5422.30,4622.62,8001.18
2025-11,榕川市,第三方平台,小家电,170528.24,20505.00,150023.24,109840.06,40183.18,4427.19,3700.55,13983.32,18072.12
2025-12,北辰市,自营App,厨房用品,136413.47,8456.36,127957.11,82340.07,45617.04,3745.47,10774.40,1636.96,29460.21
2025-12,北辰市,自营App,收纳用品,113644.73,8333.02,105311.71,62404.80,42906.91,3120.31,8820.00,1363.74,29602.86
2025-12,北辰市,自营App,清洁用品,94510.02,4854.81,89655.21,53891.96,35763.25,2594.94,10214.40,1134.12,21819.79
2025-12,北辰市,自营App,小家电,289161.09,28681.00,260480.09,183000.07,77480.02,7939.42,7056.00,3469.93,59014.67
2025-12,北辰市,自营小程序,厨房用品,87419.94,5525.84,81894.10,53672.19,28221.91,2094.84,7072.80,874.20,18180.07
2025-12,北辰市,自营小程序,收纳用品,71979.77,5212.08,66767.69,40370.30,26397.39,1724.85,5678.40,719.80,18274.34
2025-12,北辰市,自营小程序,清洁用品,59615.02,3077.33,56537.69,34954.39,21583.30,1428.55,6664.00,596.15,12894.60
2025-12,北辰市,自营小程序,小家电,183434.83,17864.96,165569.87,119009.88,46559.99,4395.64,4575.20,1834.35,35754.80
2025-12,北辰市,第三方平台,厨房用品,72249.34,4478.55,67770.79,42110.50,25660.29,1596.35,5516.00,5924.45,12623.49
2025-12,北辰市,第三方平台,收纳用品,58042.84,4199.14,53843.70,30790.59,23053.11,1282.46,4351.20,4759.51,12659.94
2025-12,北辰市,第三方平台,清洁用品,50860.55,2605.18,48255.37,28288.11,19967.26,1123.76,5381.60,4170.57,9291.33
2025-12,北辰市,第三方平台,小家电,153708.47,15394.91,138313.56,94111.23,44202.33,3396.19,3612.00,12604.09,24590.05
2025-12,云岭市,自营App,厨房用品,116691.28,7270.46,109420.82,70992.00,38428.82,3244.45,9234.40,1400.30,24549.67
2025-12,云岭市,自营App,收纳用品,93108.21,6895.17,86213.04,50242.50,35970.54,2588.75,7190.40,1117.30,25074.09
2025-12,云岭市,自营App,清洁用品,79363.41,4085.40,75278.01,45340.69,29937.32,2206.59,8612.80,952.36,18165.57
2025-12,云岭市,自营App,小家电,244568.15,24215.88,220352.27,155268.89,65083.38,6799.90,5997.60,2934.82,49351.06
2025-12,云岭市,自营小程序,厨房用品,75647.60,4705.49,70942.11,47073.42,23868.69,1835.55,6143.20,756.48,15133.46
2025-12,云岭市,自营小程序,收纳用品,60994.23,4529.65,56464.58,33468.38,22996.20,1479.99,4816.00,609.94,16090.27
2025-12,云岭市,自营小程序,清洁用品,52398.60,2679.72,49718.88,30500.06,19218.82,1271.42,5840.80,523.99,11582.61
2025-12,云岭市,自营小程序,小家电,158161.78,15659.25,142502.53,102102.88,40399.65,3837.70,3981.60,1581.62,30998.73
2025-12,云岭市,第三方平台,厨房用品,63050.44,3938.07,59112.37,36875.82,22236.55,1376.83,4804.80,5170.14,10884.78
2025-12,云岭市,第三方平台,收纳用品,50656.46,3649.16,47007.30,26346.59,20660.71,1106.18,3802.40,4153.83,11598.30
2025-12,云岭市,第三方平台,清洁用品,43608.87,2241.89,41366.98,24034.35,17332.63,952.29,4547.20,3575.93,8257.21
2025-12,云岭市,第三方平台,小家电,129158.09,12613.51,116544.58,79542.83,37001.75,2820.42,3068.80,10590.96,20521.57
2025-12,东澜市,自营App,厨房用品,192543.41,9843.27,182700.14,115881.79,66818.35,6318.08,13725.90,2310.52,44463.85
2025-12,东澜市,自营App,收纳用品,150431.63,9268.60,141163.03,82217.99,58945.04,4936.24,10443.40,1805.18,41760.22
2025-12,东澜市,自营App,清洁用品,129588.46,5663.89,123924.57,74461.37,49463.20,4252.29,12816.90,1555.06,30838.95
2025-12,东澜市,自营App,小家电,398366.84,32821.37,365545.47,250724.00,114821.47,13071.94,8792.05,4780.40,88177.08
2025-12,东澜市,自营小程序,厨房用品,126904.42,6622.27,120282.15,77624.82,42657.33,3544.31,9201.10,1269.04,28642.88
2025-12,东澜市,自营小程序,收纳用品,102467.65,6299.18,96168.47,57185.53,38982.94,2861.82,7312.40,1024.68,27784.04
2025-12,东澜市,自营小程序,清洁用品,85868.80,3683.07,82185.73,50167.57,32018.16,2398.23,8615.30,858.69,20145.94
2025-12,东澜市,自营小程序,小家电,271912.35,21833.06,250079.29,174365.15,75714.14,7594.24,6105.45,2719.12,59295.33
2025-12,东澜市,第三方平台,厨房用品,103609.86,5401.09,98208.77,60487.56,37721.21,2651.22,7165.95,8496.01,19408.03
2025-12,东澜市,第三方平台,收纳用品,82824.21,5027.58,77796.63,43861.83,33934.80,2119.35,5615.60,6791.59,19408.26
2025-12,东澜市,第三方平台,清洁用品,70404.63,3021.82,67382.81,39319.25,28063.56,1801.55,6767.00,5773.18,13721.83
2025-12,东澜市,第三方平台,小家电,215742.41,17616.71,198125.70,132259.97,65865.73,5520.53,4646.00,17690.88,38008.32
2025-12,海岳市,自营App,厨房用品,165552.42,8534.50,157017.92,99352.39,57665.53,5461.11,11796.80,1986.63,38420.99
2025-12,海岳市,自营App,收纳用品,124288.32,7481.27,116807.05,67396.03,49411.02,4099.92,8675.90,1491.46,35143.74
2025-12,海岳市,自营App,清洁用品,109652.96,4747.27,104905.69,63031.72,41873.97,3617.15,10776.70,1315.84,26164.28
2025-12,海岳市,自营App,小家电,341157.38,27865.77,313291.61,215658.59,97633.02,11253.83,7474.00,4093.89,74811.30
2025-12,海岳市,自营小程序,厨房用品,108733.16,5574.64,103158.52,66422.86,36735.66,3116.03,7847.70,1087.33,24684.60
2025-12,海岳市,自营小程序,收纳用品,88194.31,5313.64,82880.67,49109.95,33770.72,2527.44,6322.60,881.94,24038.74
2025-12,海岳市,自营小程序,清洁用品,73395.82,3179.46,70216.36,42710.73,27505.63,2103.35,7317.45,733.96,17350.87
2025-12,海岳市,自营小程序,小家电,225634.51,18724.66,206909.85,146244.11,60665.74,6466.15,5060.10,2256.35,46883.14
2025-12,海岳市,第三方平台,厨房用品,87191.33,4538.96,82652.37,51048.80,31603.57,2295.82,6085.25,7149.69,16072.81
2025-12,海岳市,第三方平台,收纳用品,70939.23,4346.42,66592.81,37422.62,29170.19,1867.88,4837.90,5817.02,16647.39
2025-12,海岳市,第三方平台,清洁用品,60747.59,2598.59,58149.00,33611.90,24537.10,1599.53,5767.10,4981.30,12189.17
2025-12,海岳市,第三方平台,小家电,180452.56,14688.26,165764.30,111414.13,54350.17,4751.45,3883.45,14797.11,30918.16
2025-12,南浦市,自营App,厨房用品,171672.31,8728.73,162943.58,102961.02,59982.56,5393.61,11654.55,2060.07,40874.33
2025-12,南浦市,自营App,收纳用品,136165.02,8401.09,127763.93,73813.77,53950.16,4278.04,9161.65,1633.98,38876.49
2025-12,南浦市,自营App,清洁用品,115216.58,4839.38,110377.20,66723.58,43653.62,3619.88,10927.05,1382.60,27724.09
2025-12,南浦市,自营App,小家电,355444.33,29718.68,325725.65,226404.20,99321.45,11167.37,7546.60,4265.33,76342.15
2025-12,南浦市,自营小程序,厨房用品,111382.07,5773.72,105608.35,68656.38,36951.97,2971.79,7847.30,1113.82,25019.06
2025-12,南浦市,自营小程序,收纳用品,91569.60,5590.10,85979.50,50374.90,35604.60,2443.17,6275.90,915.70,25969.83
2025-12,南浦市,自营小程序,清洁用品,75435.24,3248.61,72186.63,44575.64,27610.99,2012.69,7299.25,754.35,17544.70
2025-12,南浦市,自营小程序,小家电,238073.07,19799.16,218273.91,154439.29,63834.62,6352.04,5145.85,2380.73,49956.00
2025-12,南浦市,第三方平台,厨房用品,87970.29,4605.45,83364.84,51319.31,32045.53,2137.79,5824.85,7213.56,16869.33
2025-12,南浦市,第三方平台,收纳用品,70576.75,4319.16,66257.59,36997.96,29259.63,1715.10,4583.25,5787.29,17173.99
2025-12,南浦市,第三方平台,清洁用品,61456.53,2638.55,58817.98,34347.03,24470.95,1493.47,5621.15,5039.44,12316.89
2025-12,南浦市,第三方平台,小家电,187805.92,15674.92,172131.00,115895.44,56235.56,4563.91,3880.00,15400.09,32391.56
2025-12,榕川市,自营App,厨房用品,142487.93,7398.77,135089.16,86086.74,49002.42,4523.89,9695.15,1709.86,33073.52
2025-12,榕川市,自营App,收纳用品,115946.22,7158.09,108788.13,62500.79,46287.34,3681.21,7740.60,1391.35,33474.18
2025-12,榕川市,自营App,清洁用品,98875.88,4296.52,94579.36,55977.81,38601.55,3139.24,9355.65,1186.51,24920.15
2025-12,榕川市,自营App,小家电,287723.82,23797.56,263926.26,182407.93,81518.33,9135.02,6096.45,3452.69,62834.17
2025-12,榕川市,自营小程序,厨房用品,95217.66,4911.48,90306.18,59421.00,30885.18,2546.22,6668.75,952.18,20718.03
2025-12,榕川市,自营小程序,收纳用品,78022.24,4728.26,73293.98,42822.91,30471.07,2086.40,5325.30,780.22,22279.15
2025-12,榕川市,自营小程序,清洁用品,64238.48,2736.88,61501.60,37207.30,24294.30,1717.80,6203.15,642.38,15730.97
2025-12,榕川市,自营小程序,小家电,201557.31,16635.98,184921.33,129768.07,55153.26,5389.85,4345.60,2015.57,43402.24
2025-12,榕川市,第三方平台,厨房用品,78107.10,4069.49,74037.61,45933.03,28104.58,1908.75,5155.55,6404.78,14635.50
2025-12,榕川市,第三方平台,收纳用品,59744.42,3575.99,56168.43,31290.05,24878.38,1460.01,3899.40,4899.04,14619.93
2025-12,榕川市,第三方平台,清洁用品,54075.06,2306.13,51768.93,29596.90,22172.03,1321.47,4879.10,4434.15,11537.31
2025-12,榕川市,第三方平台,小家电,157736.52,12621.11,145115.41,96560.36,48555.05,3854.70,3264.05,12934.39,28501.91
2026-01,北辰市,自营App,厨房用品,105291.41,6589.53,98701.88,63785.50,34916.38,2930.82,8254.40,1263.50,22467.66
2026-01,北辰市,自营App,收纳用品,86672.52,6319.33,80353.19,46865.50,33487.69,2412.56,6692.00,1040.07,23343.06
2026-01,北辰市,自营App,清洁用品,75086.01,3835.84,71250.17,43044.53,28205.64,2090.05,8120.00,901.03,17094.56
2026-01,北辰市,自营App,小家电,224119.68,21814.16,202305.52,142270.82,60034.70,6238.45,5516.00,2689.44,45590.81
2026-01,北辰市,自营小程序,厨房用品,71992.28,4445.98,67546.30,44600.88,22945.42,1710.04,5784.80,719.92,14730.66
2026-01,北辰市,自营小程序,收纳用品,58673.28,4226.78,54446.50,32419.11,22027.39,1393.68,4631.20,586.73,15415.78
2026-01,北辰市,自营小程序,清洁用品,50464.10,2593.57,47870.53,29796.35,18074.18,1198.68,5628.00,504.64,10742.86
2026-01,北辰市,自营小程序,小家电,151660.73,15009.16,136651.57,98259.48,38392.09,3602.42,3763.20,1516.61,29509.86
2026-01,北辰市,第三方平台,厨房用品,57549.36,3558.37,53990.99,33879.74,20111.25,1254.24,4384.80,4719.05,9753.16
2026-01,北辰市,第三方平台,收纳用品,47326.30,3434.00,43892.30,24965.16,18927.14,1031.44,3550.40,3880.76,10464.54
2026-01,北辰市,第三方平台,清洁用品,38788.78,2008.52,36780.26,21559.62,15220.64,845.37,4076.80,3180.68,7117.79
2026-01,北辰市,第三方平台,小家电,118570.89,11499.26,107071.63,72568.14,34503.49,2584.15,2800.00,9722.81,19396.53
2026-01,云岭市,自营App,厨房用品,89668.84,5635.11,84033.73,54228.36,29805.37,2477.40,7100.80,1076.03,19151.14
2026-01,云岭市,自营App,收纳用品,71351.38,5269.46,66081.92,38595.03,27486.89,1971.32,5516.00,856.22,19143.35
2026-01,云岭市,自营App,清洁用品,60455.44,3064.25,57391.19,34697.23,22693.96,1670.29,6641.60,725.47,13656.60
2026-01,云岭市,自营App,小家电,184724.70,18091.48,166633.22,116815.41,49817.81,5103.64,4536.00,2216.70,37961.47
2026-01,云岭市,自营小程序,厨房用品,61230.77,3873.72,57357.05,37861.08,19495.97,1460.74,4916.80,612.31,12506.12
2026-01,云岭市,自营小程序,收纳用品,47507.96,3487.29,44020.67,26174.89,17845.78,1133.36,3752.00,475.08,12485.34
2026-01,云岭市,自营小程序,清洁用品,40878.69,2106.18,38772.51,23876.81,14895.70,975.22,4552.80,408.79,8958.89
2026-01,云岭市,自营小程序,小家电,126134.24,12303.75,113830.49,81594.57,32235.92,3009.10,3169.60,1261.34,24795.88
2026-01,云岭市,第三方平台,厨房用品,48907.17,3019.78,45887.39,28833.02,17054.37,1058.61,3774.40,4010.39,8210.97
2026-01,云岭市,第三方平台,收纳用品,38407.80,2778.73,35629.07,20175.50,15453.57,831.34,2906.40,3149.44,8566.39
2026-01,云岭市,第三方平台,清洁用品,33532.44,1712.89,31819.55,18580.88,13238.67,725.82,3539.20,2749.66,6223.99
2026-01,云岭市,第三方平台,小家电,102940.69,10228.17,92712.52,62993.18,29719.34,2228.18,2441.60,8441.14,16608.42
2026-01,东澜市,自营App,厨房用品,149428.27,7798.97,141629.30,90254.99,51374.31,4966.33,10700.95,1793.14,33913.89
2026-01,东澜市,自营App,收纳用品,119453.33,7389.44,112063.89,65184.03,46879.86,3970.09,8367.85,1433.44,33108.48
2026-01,东澜市,自营App,清洁用品,101133.05,4300.93,96832.12,58504.14,38327.98,3361.21,9983.85,1213.60,23769.32
2026-01,东澜市,自营App,小家电,316432.82,25816.75,290616.07,199761.56,90854.51,10516.81,6969.00,3797.19,69571.51
2026-01,东澜市,自营小程序,厨房用品,98863.50,5122.69,93740.81,60760.55,32980.26,2795.74,7206.35,988.64,21989.53
2026-01,东澜市,自营小程序,收纳用品,79309.48,4879.62,74429.86,43905.19,30524.67,2242.78,5610.55,793.09,21878.25
2026-01,东澜市,自营小程序,清洁用品,67699.89,2966.74,64733.15,39670.40,25062.75,1914.47,6746.80,677.00,15724.48
2026-01,东澜市,自营小程序,小家电,205668.78,16827.35,188841.43,133253.78,55587.65,5816.06,4630.85,2056.69,43084.05
2026-01,东澜市,第三方平台,厨房用品,82365.60,4341.84,78023.76,48179.53,29844.23,2147.44,5706.50,6753.98,15236.31
2026-01,东澜市,第三方平台,收纳用品,66154.79,4097.28,62057.51,34971.80,27085.71,1724.79,4504.60,5424.69,15431.63
2026-01,东澜市,第三方平台,清洁用品,57089.78,2467.95,54621.83,31893.74,22728.09,1488.44,5454.00,4681.36,11104.29
2026-01,东澜市,第三方平台,小家电,167873.02,13874.99,153998.03,103059.03,50939.00,4376.79,3595.60,13765.59,29201.02
2026-01,海岳市,自营App,厨房用品,132858.29,6985.04,125873.25,80530.70,45342.55,4321.70,9413.20,1594.30,30013.35
2026-01,海岳市,自营App,收纳用品,105033.95,6395.50,98638.45,56599.84,42038.61,3416.61,7312.40,1260.41,30049.19
2026-01,海岳市,自营App,清洁用品,88441.44,3850.63,84590.81,50955.01,33635.80,2876.88,8771.85,1061.30,20925.77
2026-01,海岳市,自营App,小家电,285059.93,22924.82,262135.11,179776.43,82358.68,9272.62,6282.20,3420.72,63383.14
2026-01,海岳市,自营小程序,厨房用品,85663.34,4452.83,81210.51,53189.81,28020.70,2409.36,6272.10,856.63,18482.61
2026-01,海岳市,自营小程序,收纳用品,71324.80,4266.84,67057.96,39193.80,27864.16,2006.08,5019.70,713.25,20125.13
2026-01,海岳市,自营小程序,清洁用品,60693.23,2611.57,58081.66,35469.28,22612.38,1707.06,6044.85,606.93,14253.54
2026-01,海岳市,自营小程序,小家电,184482.59,15156.63,169325.96,118407.66,50918.30,5188.75,4115.75,1844.83,39768.97
2026-01,海岳市,第三方平台,厨房用品,71522.54,3708.93,67813.61,42114.22,25699.39,1798.73,4949.00,5864.85,13086.81
2026-01,海岳市,第三方平台,收纳用品,58182.19,3539.91,54642.28,30589.07,24053.21,1463.24,3969.30,4770.94,13849.73
2026-01,海岳市,第三方平台,清洁用品,48322.48,2046.17,46276.31,26830.10,19446.21,1215.27,4605.60,3962.44,9662.90
2026-01,海岳市,第三方平台,小家电,145552.46,11862.84,133689.62,89524.52,44165.10,3660.53,3110.80,11935.30,25458.47
2026-01,南浦市,自营App,厨房用品,140377.33,7342.04,133035.29,84279.80,48755.49,4368.92,9612.70,1684.53,33089.34
2026-01,南浦市,自营App,收纳用品,109940.12,6668.75,103271.37,59504.05,43767.32,3421.64,7372.00,1319.28,31654.40
2026-01,南浦市,自营App,清洁用品,95040.21,4080.86,90959.35,54208.36,36750.99,2957.91,8894.90,1140.48,23757.70
2026-01,南浦市,自营App,小家电,285606.64,22946.87,262659.77,180567.05,82092.72,8888.85,6081.90,3427.28,63694.69
2026-01,南浦市,自营小程序,厨房用品,84260.18,4396.10,79864.08,51730.44,28133.64,2267.75,5907.30,842.60,19115.99
2026-01,南浦市,自营小程序,收纳用品,69891.05,4220.45,65670.60,38775.29,26895.31,1881.02,4811.20,698.91,19504.18
2026-01,南浦市,自营小程序,清洁用品,59906.69,2605.54,57301.15,34914.85,22386.30,1612.30,5776.35,599.07,14398.58
2026-01,南浦市,自营小程序,小家电,186316.35,15244.36,171071.99,120111.10,50960.89,5014.45,4001.25,1863.16,40082.03
2026-01,南浦市,第三方平台,厨房用品,74228.77,3903.94,70324.83,43161.27,27163.56,1813.61,4903.35,6086.76,14359.84
2026-01,南浦市,第三方平台,收纳用品,57902.63,3592.08,54310.55,30570.65,23739.90,1414.72,3792.70,4748.02,13784.46
2026-01,南浦市,第三方平台,清洁用品,50150.80,2159.42,47991.38,27859.37,20132.01,1225.32,4568.70,4112.37,10225.62
2026-01,南浦市,第三方平台,小家电,152230.30,12478.17,139752.13,93334.42,46417.71,3719.41,3113.70,12482.88,27101.72
2026-01,榕川市,自营App,厨房用品,114137.95,5949.23,108188.72,69842.83,38345.89,3534.40,7876.40,1369.66,25565.43
2026-01,榕川市,自营App,收纳用品,92143.45,5575.44,86568.01,50273.98,36294.03,2853.31,6241.95,1105.72,26093.05
2026-01,榕川市,自营App,清洁用品,78044.20,3401.97,74642.23,44873.58,29768.65,2416.72,7449.60,936.53,18965.80
2026-01,榕川市,自营App,小家电,238044.98,19494.50,218550.48,149615.96,68934.52,7371.31,5048.85,2856.54,53657.82
2026-01,榕川市,自营小程序,厨房用品,75230.89,3914.15,71316.74,46752.80,24563.94,2010.11,5286.50,752.31,16515.02
2026-01,榕川市,自营小程序,收纳用品,61937.49,3785.60,58151.89,34144.67,24007.22,1654.92,4224.35,619.37,17508.58
2026-01,榕川市,自营小程序,清洁用品,52829.87,2308.11,50521.76,30648.29,19873.47,1411.58,5058.55,528.30,12875.04
2026-01,榕川市,自营小程序,小家电,162323.18,13147.10,149176.08,103960.53,45215.55,4337.16,3482.30,1623.23,35772.86
2026-01,榕川市,第三方平台,厨房用品,61545.03,3207.47,58337.56,36571.10,21766.46,1501.01,4093.40,5046.69,11125.36
2026-01,榕川市,第三方平台,收纳用品,50236.45,3025.56,47210.89,26315.01,20895.88,1225.20,3268.90,4119.39,12282.39
2026-01,榕川市,第三方平台,清洁用品,42686.38,1848.80,40837.58,23553.36,17284.22,1041.07,3904.25,3500.28,8838.62
2026-01,榕川市,第三方平台,小家电,126483.33,10423.52,116059.81,77898.81,38161.00,3084.77,2619.00,10371.63,22085.60
2026-02,北辰市,自营App,厨房用品,96550.14,6027.50,90522.64,58422.79,32099.85,2704.84,7638.40,1158.60,20598.01
2026-02,北辰市,自营App,收纳用品,78088.99,5734.00,72354.99,42264.83,30090.16,2187.65,6109.60,937.07,20855.84
2026-02,北辰市,自营App,清洁用品,67932.48,3545.31,64387.17,38551.21,25835.96,1903.12,7425.60,815.19,15692.05
2026-02,北辰市,自营App,小家电,205327.67,20314.38,185013.29,129389.70,55623.59,5752.23,5023.20,2463.93,42384.23
2026-02,北辰市,自营小程序,厨房用品,66119.01,4076.30,62042.71,40883.54,21159.17,1575.83,5303.20,661.19,13618.95
2026-02,北辰市,自营小程序,收纳用品,51785.92,3802.83,47983.09,28509.08,19474.01,1234.22,4082.40,517.86,13639.53
2026-02,北辰市,自营小程序,清洁用品,43767.55,2264.55,41503.00,25393.67,16109.33,1043.12,4888.80,437.68,9739.73
2026-02,北辰市,自营小程序,小家电,136495.66,13588.55,122907.11,87315.72,35591.39,3253.13,3388.00,1364.96,27585.30
2026-02,北辰市,第三方平台,厨房用品,53974.15,3342.94,50631.21,31674.84,18956.37,1169.02,4144.00,4425.88,9217.47
2026-02,北辰市,第三方平台,收纳用品,41888.64,3053.89,38834.75,21952.84,16881.91,907.26,3164.00,3434.87,9375.78
2026-02,北辰市,第三方平台,清洁用品,36458.48,1879.70,34578.78,20136.12,14442.66,789.65,3852.80,2989.60,6810.61
2026-02,北辰市,第三方平台,小家电,111969.88,11160.49,100809.39,68092.30,32717.09,2425.13,2637.60,9181.53,18472.83
2026-02,云岭市,自营App,厨房用品,81621.84,5121.51,76500.33,49362.93,27137.40,2288.65,6423.20,979.46,17446.09
2026-02,云岭市,自营App,收纳用品,66209.80,4882.36,61327.44,35620.48,25706.96,1856.50,5118.40,794.52,17937.54
2026-02,云岭市,自营App,清洁用品,54443.70,2798.33,51645.37,31434.41,20210.96,1526.59,5964.00,653.32,12067.05
2026-02,云岭市,自营App,小家电,169609.55,16601.85,153007.70,107298.98,45708.72,4755.80,4177.60,2035.31,34740.01
2026-02,云岭市,自营小程序,厨房用品,54207.75,3365.73,50842.02,33360.58,17481.44,1274.41,4345.60,542.08,11319.35
2026-02,云岭市,自营小程序,收纳用品,42500.30,3120.29,39380.01,23483.81,15896.20,999.17,3365.60,425.00,11106.43
2026-02,云岭市,自营小程序,清洁用品,36621.74,1912.11,34709.63,21394.94,13314.69,860.96,4054.40,366.22,8033.11
2026-02,云岭市,自营小程序,小家电,113585.92,11340.49,102245.43,72860.03,29385.40,2670.37,2844.80,1135.86,22734.37
2026-02,云岭市,第三方平台,厨房用品,42678.99,2685.45,39993.54,25209.54,14784.00,946.06,3259.20,3499.68,7079.06
2026-02,云岭市,第三方平台,收纳用品,34508.60,2485.67,32022.93,18057.34,13965.59,764.95,2592.80,2829.71,7778.13
2026-02,云岭市,第三方平台,清洁用品,29205.15,1529.54,27675.61,16290.52,11385.09,647.39,3074.40,2394.82,5268.48
2026-02,云岭市,第三方平台,小家电,89713.55,8858.61,80854.94,54895.33,25959.61,1988.68,2139.20,7356.51,14475.22
2026-02,东澜市,自营App,厨房用品,141048.36,7277.63,133770.73,85636.05,48134.68,4631.60,9988.90,1692.58,31821.60
2026-02,东澜市,自营App,收纳用品,112760.42,6831.28,105929.14,61146.69,44782.45,3702.71,7847.70,1353.13,31878.91
2026-02,东澜市,自营App,清洁用品,94477.12,4157.50,90319.62,54111.32,36208.30,3102.35,9337.45,1133.73,22634.77
2026-02,东澜市,自营App,小家电,297318.34,24484.52,272833.82,188977.25,83856.57,9763.04,6559.95,3567.82,63965.76
2026-02,东澜市,自营小程序,厨房用品,91296.14,4676.88,86619.26,56813.95,29805.31,2561.00,6610.45,912.96,19720.90
2026-02,东澜市,自营小程序,收纳用品,73125.11,4476.07,68649.04,40599.78,28049.26,2051.27,5226.75,731.25,20039.99
2026-02,东澜市,自营小程序,清洁用品,62071.68,2688.24,59383.44,36074.20,23309.24,1741.20,6267.05,620.72,14680.27
2026-02,东澜市,自营小程序,小家电,190967.29,15435.89,175531.40,123438.17,52093.23,5356.92,4292.50,1909.67,40534.14
2026-02,东澜市,第三方平台,厨房用品,75632.26,3895.38,71736.88,44733.10,27003.78,1911.02,5257.05,6201.85,13633.86
2026-02,东澜市,第三方平台,收纳用品,60637.35,3734.19,56903.16,31964.18,24938.98,1532.14,4120.80,4972.26,14313.78
2026-02,东澜市,第三方平台,清洁用品,52537.26,2317.63,50219.63,29141.71,21077.92,1327.47,5009.60,4308.06,10432.79
2026-02,东澜市,第三方平台,小家电,160869.75,13291.05,147578.70,98718.27,48860.43,4064.74,3449.15,13191.32,28155.22
2026-02,海岳市,自营App,厨房用品,119800.42,6184.62,113615.80,72547.91,41067.89,3956.97,8478.95,1437.61,27194.36
2026-02,海岳市,自营App,收纳用品,93795.34,5694.42,88100.92,51194.97,36905.95,3098.03,6544.80,1125.54,26137.58
2026-02,海岳市,自营App,清洁用品,79893.76,3411.86,76481.90,45497.00,30984.90,2638.87,7807.30,958.73,19580.00
2026-02,海岳市,自营App,小家电,243331.58,19718.04,223613.54,154950.21,68663.33,8037.17,5388.35,2919.98,52317.83
2026-02,海岳市,自营小程序,厨房用品,77154.01,4006.66,73147.35,47749.84,25397.51,2241.24,5549.95,771.54,16834.78
2026-02,海岳市,自营小程序,收纳用品,61686.80,3746.66,57940.14,34171.78,23768.36,1791.93,4332.90,616.87,17026.66
2026-02,海岳市,自营小程序,清洁用品,51534.29,2184.48,49349.81,29924.48,19425.33,1497.01,5186.35,515.34,12226.63
2026-02,海岳市,自营小程序,小家电,158931.00,12904.76,146026.24,102496.13,43530.11,4616.76,3540.05,1589.31,33783.99
2026-02,海岳市,第三方平台,厨房用品,65619.31,3420.56,62198.75,38834.37,23364.38,1708.83,4504.60,5380.78,11770.17
2026-02,海岳市,第三方平台,收纳用品,49452.46,2997.32,46455.14,26184.02,20271.12,1287.82,3373.40,4055.10,11554.80
2026-02,海岳市,第三方平台,清洁用品,44660.46,1896.30,42764.16,24767.95,17996.21,1163.03,4267.25,3662.16,8903.77
2026-02,海岳市,第三方平台,小家电,132190.95,10938.95,121252.00,81121.05,40130.95,3442.45,2817.90,10839.66,23030.94
2026-02,南浦市,自营App,厨房用品,126242.67,6501.50,119741.17,75661.28,44079.89,3887.24,8569.95,1514.91,30107.79
2026-02,南浦市,自营App,收纳用品,101683.36,6279.97,95403.39,54919.57,40483.82,3131.01,6828.80,1220.20,29303.81
2026-02,南浦市,自营App,清洁用品,86926.57,3751.21,83175.36,50170.87,33004.49,2676.63,8157.70,1043.12,21127.04
