month,city,sales_channel,category_l1,category_l2,customer_type,promotion_type,paying_customers,paid_orders,units_sold,gmv,refund_amount
2026-03,南浦市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,42,62,87,5793.33,296.58
2026-03,南浦市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,23,33,47,2813.89,146.97
2026-03,南浦市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,42,62,88,5739.36,297.38
2026-03,南浦市,第三方平台,厨房用品,餐厨工具,老客户,无促销,126,186,261,8800.92,459.05
2026-03,南浦市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,37,54,78,2436.72,128.00
2026-03,南浦市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,21,31,44,1246.08,66.68
2026-03,南浦市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,38,56,80,2494.40,128.01
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,新客户,无促销,108,121,185,8062.30,489.72
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,32,35,54,2158.92,128.17
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,18,20,31,1120.34,69.58
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,19,21,32,1249.28,78.29
2026-03,南浦市,第三方平台,收纳用品,空间整理,新客户,无促销,96,105,161,9247.84,582.23
2026-03,南浦市,第三方平台,收纳用品,空间整理,新客户,优惠券,28,31,48,2589.12,154.35
2026-03,南浦市,第三方平台,收纳用品,空间整理,新客户,平台大促,16,17,26,1272.70,76.26
2026-03,南浦市,第三方平台,收纳用品,空间整理,新客户,会员优惠,17,19,29,1510.03,94.88
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,老客户,无促销,113,164,257,11200.06,680.32
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,33,49,76,3038.48,180.39
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,18,26,40,1445.60,89.78
2026-03,南浦市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,34,49,77,3006.08,188.37
2026-03,南浦市,第三方平台,收纳用品,空间整理,老客户,无促销,100,145,222,12751.68,802.82
2026-03,南浦市,第三方平台,收纳用品,空间整理,老客户,优惠券,29,42,64,3452.16,205.80
2026-03,南浦市,第三方平台,收纳用品,空间整理,老客户,平台大促,16,23,35,1713.25,102.66
2026-03,南浦市,第三方平台,收纳用品,空间整理,老客户,会员优惠,30,43,66,3436.62,215.94
2026-03,南浦市,第三方平台,清洁用品,清洁工具,新客户,无促销,127,139,230,9082.70,396.29
2026-03,南浦市,第三方平台,清洁用品,清洁工具,新客户,优惠券,37,41,70,2520.00,109.15
2026-03,南浦市,第三方平台,清洁用品,清洁工具,新客户,平台大促,21,23,39,1295.58,57.09
2026-03,南浦市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,23,25,43,1516.61,65.38
2026-03,南浦市,第三方平台,清洁用品,家居耗材,新客户,无促销,112,125,208,5326.88,222.44
2026-03,南浦市,第三方平台,清洁用品,家居耗材,新客户,优惠券,33,37,62,1474.36,63.03
2026-03,南浦市,第三方平台,清洁用品,家居耗材,新客户,平台大促,19,21,36,782.28,34.62
2026-03,南浦市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,20,22,37,860.62,36.23
2026-03,南浦市,第三方平台,清洁用品,清洁工具,老客户,无促销,131,193,328,12952.72,565.14
2026-03,南浦市,第三方平台,清洁用品,清洁工具,老客户,优惠券,39,57,96,3456.00,149.69
2026-03,南浦市,第三方平台,清洁用品,清洁工具,老客户,平台大促,21,31,52,1727.44,76.12
2026-03,南浦市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,39,58,96,3385.92,145.96
2026-03,南浦市,第三方平台,清洁用品,家居耗材,老客户,无促销,116,171,289,7401.29,309.07
2026-03,南浦市,第三方平台,清洁用品,家居耗材,老客户,优惠券,34,50,83,1973.74,84.38
2026-03,南浦市,第三方平台,清洁用品,家居耗材,老客户,平台大促,19,28,48,1043.04,46.16
2026-03,南浦市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,34,49,81,1884.06,79.31
2026-03,南浦市,第三方平台,小家电,厨房小电,新客户,无促销,87,96,109,26639.60,2237.69
2026-03,南浦市,第三方平台,小家电,厨房小电,新客户,优惠券,26,29,32,7358.40,590.60
2026-03,南浦市,第三方平台,小家电,厨房小电,新客户,平台大促,14,16,18,3728.70,312.22
2026-03,南浦市,第三方平台,小家电,厨房小电,新客户,会员优惠,16,18,20,4521.80,358.28
2026-03,南浦市,第三方平台,小家电,生活电器,新客户,无促销,78,87,96,18163.20,1496.08
2026-03,南浦市,第三方平台,小家电,生活电器,新客户,优惠券,23,25,28,4890.76,399.59
2026-03,南浦市,第三方平台,小家电,生活电器,新客户,平台大促,13,14,16,2553.76,209.69
2026-03,南浦市,第三方平台,小家电,生活电器,新客户,会员优惠,14,16,18,3107.70,248.96
2026-03,南浦市,第三方平台,小家电,厨房小电,老客户,无促销,95,141,158,38615.20,3243.62
2026-03,南浦市,第三方平台,小家电,厨房小电,老客户,优惠券,28,41,47,10807.65,867.44
2026-03,南浦市,第三方平台,小家电,厨房小电,老客户,平台大促,16,23,26,5385.90,450.98
2026-03,南浦市,第三方平台,小家电,厨房小电,老客户,会员优惠,28,41,45,10174.05,806.12
2026-03,南浦市,第三方平台,小家电,生活电器,老客户,无促销,85,124,138,26109.60,2150.61
2026-03,南浦市,第三方平台,小家电,生活电器,老客户,优惠券,25,37,42,7336.14,599.38
2026-03,南浦市,第三方平台,小家电,生活电器,老客户,平台大促,14,20,22,3511.42,288.32
2026-03,南浦市,第三方平台,小家电,生活电器,老客户,会员优惠,25,36,40,6906.00,553.24
2026-03,榕川市,自营App,厨房用品,烹饪器具,新客户,无促销,230,256,369,25737.75,1292.38
2026-03,榕川市,自营App,厨房用品,烹饪器具,新客户,优惠券,68,74,105,6717.90,344.33
2026-03,榕川市,自营App,厨房用品,烹饪器具,新客户,平台大促,38,41,58,3376.76,170.31
2026-03,榕川市,自营App,厨房用品,烹饪器具,新客户,会员优惠,41,45,63,3990.42,200.74
2026-03,榕川市,自营App,厨房用品,餐厨工具,新客户,无促销,204,227,322,10500.42,544.10
2026-03,榕川市,自营App,厨房用品,餐厨工具,新客户,优惠券,60,66,93,2875.56,151.34
2026-03,榕川市,自营App,厨房用品,餐厨工具,新客户,平台大促,33,37,52,1449.76,77.05
2026-03,榕川市,自营App,厨房用品,餐厨工具,新客户,会员优惠,37,41,57,1702.59,90.84
2026-03,榕川市,自营App,厨房用品,烹饪器具,老客户,无促销,225,327,466,32503.50,1632.11
2026-03,榕川市,自营App,厨房用品,烹饪器具,老客户,优惠券,66,96,134,8573.32,439.44
2026-03,榕川市,自营App,厨房用品,烹饪器具,老客户,平台大促,37,54,77,4482.94,226.10
2026-03,榕川市,自营App,厨房用品,烹饪器具,老客户,会员优惠,67,97,136,8614.24,433.34
2026-03,榕川市,自营App,厨房用品,餐厨工具,老客户,无促销,199,295,425,13859.25,718.14
2026-03,榕川市,自营App,厨房用品,餐厨工具,老客户,优惠券,59,86,122,3772.24,198.54
2026-03,榕川市,自营App,厨房用品,餐厨工具,老客户,平台大促,33,49,69,1923.72,102.23
2026-03,榕川市,自营App,厨房用品,餐厨工具,老客户,会员优惠,59,88,126,3763.62,200.80
2026-03,榕川市,自营App,收纳用品,衣物收纳,新客户,无促销,182,198,306,12934.62,786.85
2026-03,榕川市,自营App,收纳用品,衣物收纳,新客户,优惠券,54,59,90,3539.70,217.41
2026-03,榕川市,自营App,收纳用品,衣物收纳,新客户,平台大促,30,33,51,1779.90,108.18
2026-03,榕川市,自营App,收纳用品,衣物收纳,新客户,会员优惠,33,36,55,2107.60,129.15
2026-03,榕川市,自营App,收纳用品,空间整理,新客户,无促销,162,181,281,15747.24,990.64
2026-03,榕川市,自营App,收纳用品,空间整理,新客户,优惠券,48,52,80,4130.40,248.89
2026-03,榕川市,自营App,收纳用品,空间整理,新客户,平台大促,26,29,45,2098.80,129.24
2026-03,榕川市,自营App,收纳用品,空间整理,新客户,会员优惠,29,32,49,2507.82,148.69
2026-03,榕川市,自营App,收纳用品,衣物收纳,老客户,无促销,177,254,387,16358.49,995.13
2026-03,榕川市,自营App,收纳用品,衣物收纳,老客户,优惠券,52,75,117,4601.61,282.64
2026-03,榕川市,自营App,收纳用品,衣物收纳,老客户,平台大促,29,42,65,2268.50,137.88
2026-03,榕川市,自营App,收纳用品,衣物收纳,老客户,会员优惠,53,77,117,4483.44,274.75
2026-03,榕川市,自营App,收纳用品,空间整理,老客户,无促销,157,232,360,20174.40,1269.15
2026-03,榕川市,自营App,收纳用品,空间整理,老客户,优惠券,46,67,105,5421.15,326.67
2026-03,榕川市,自营App,收纳用品,空间整理,老客户,平台大促,26,38,59,2751.76,169.45
2026-03,榕川市,自营App,收纳用品,空间整理,老客户,会员优惠,47,68,106,5425.08,321.65
2026-03,榕川市,自营App,清洁用品,清洁工具,新客户,无促销,220,240,400,15120.00,648.47
2026-03,榕川市,自营App,清洁用品,清洁工具,新客户,优惠券,65,70,119,4242.35,181.06
2026-03,榕川市,自营App,清洁用品,清洁工具,新客户,平台大促,36,40,68,2184.16,96.24
2026-03,榕川市,自营App,清洁用品,清洁工具,新客户,会员优惠,40,44,73,2506.82,105.36
2026-03,榕川市,自营App,清洁用品,家居耗材,新客户,无促销,195,213,359,9018.08,374.27
2026-03,榕川市,自营App,清洁用品,家居耗材,新客户,优惠券,58,64,108,2534.76,106.08
2026-03,榕川市,自营App,清洁用品,家居耗材,新客户,平台大促,32,35,60,1251.60,54.96
2026-03,榕川市,自营App,清洁用品,家居耗材,新客户,会员优惠,35,38,63,1449.63,60.83
2026-03,榕川市,自营App,清洁用品,清洁工具,老客户,无促销,216,313,519,19618.20,841.39
2026-03,榕川市,自营App,清洁用品,清洁工具,老客户,优惠券,64,92,153,5454.45,232.79
2026-03,榕川市,自营App,清洁用品,清洁工具,老客户,平台大促,36,53,89,2858.68,125.96
2026-03,榕川市,自营App,清洁用品,清洁工具,老客户,会员优惠,64,95,158,5425.72,228.04
2026-03,榕川市,自营App,清洁用品,家居耗材,老客户,无促销,192,284,478,12007.36,498.33
2026-03,榕川市,自营App,清洁用品,家居耗材,老客户,优惠券,57,85,143,3356.21,140.46
2026-03,榕川市,自营App,清洁用品,家居耗材,老客户,平台大促,31,45,75,1564.50,68.71
2026-03,榕川市,自营App,清洁用品,家居耗材,老客户,会员优惠,57,83,141,3244.41,136.14
2026-03,榕川市,自营App,小家电,厨房小电,新客户,无促销,149,165,182,43090.32,3426.18
2026-03,榕川市,自营App,小家电,厨房小电,新客户,优惠券,44,48,54,12058.74,971.67
2026-03,榕川市,自营App,小家电,厨房小电,新客户,平台大促,24,26,29,5772.74,488.05
2026-03,榕川市,自营App,小家电,厨房小电,新客户,会员优惠,27,30,33,7092.69,597.88
2026-03,榕川市,自营App,小家电,生活电器,新客户,无促销,132,144,160,29742.40,2408.24
2026-03,榕川市,自营App,小家电,生活电器,新客户,优惠券,39,43,48,8231.52,669.64
2026-03,榕川市,自营App,小家电,生活电器,新客户,平台大促,21,23,25,3862.75,327.66
2026-03,榕川市,自营App,小家电,生活电器,新客户,会员优惠,24,26,29,4861.85,394.91
2026-03,榕川市,自营App,小家电,厨房小电,老客户,无促销,148,218,246,58242.96,4630.99
2026-03,榕川市,自营App,小家电,厨房小电,老客户,优惠券,44,63,70,15631.70,1259.57
2026-03,榕川市,自营App,小家电,厨房小电,老客户,平台大促,24,35,39,7763.34,656.34
2026-03,榕川市,自营App,小家电,厨房小电,老客户,会员优惠,44,64,71,15260.03,1286.35
2026-03,榕川市,自营App,小家电,生活电器,老客户,无促销,132,194,214,39780.46,3221.02
2026-03,榕川市,自营App,小家电,生活电器,老客户,优惠券,39,56,62,10632.38,864.95
2026-03,榕川市,自营App,小家电,生活电器,老客户,平台大促,22,32,36,5562.36,471.83
2026-03,榕川市,自营App,小家电,生活电器,老客户,会员优惠,39,57,64,10729.60,871.53
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,新客户,无促销,147,160,229,15626.96,837.38
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,43,48,69,4389.09,227.74
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,24,26,36,2039.04,106.05
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,27,30,43,2649.66,141.52
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,新客户,无促销,131,146,210,6724.20,353.57
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,39,44,63,1911.42,102.39
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,21,23,33,891.99,45.84
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,24,26,38,1130.88,59.81
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,老客户,无促销,146,213,305,20813.20,1115.28
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,43,64,92,5852.12,303.66
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,24,35,51,2888.64,150.24
2026-03,榕川市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,43,62,88,5422.56,289.63
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,老客户,无促销,129,190,270,8645.40,454.59
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,38,57,82,2487.88,133.27
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,21,30,43,1162.29,59.73
2026-03,榕川市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,38,55,78,2321.28,122.77
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,新客户,无促销,115,127,199,8214.72,490.38
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,34,37,58,2194.72,136.63
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,19,21,33,1142.79,67.33
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,21,23,36,1338.48,78.86
2026-03,榕川市,自营小程序,收纳用品,空间整理,新客户,无促销,102,113,173,9423.31,564.20
2026-03,榕川市,自营小程序,收纳用品,空间整理,新客户,优惠券,30,33,51,2594.88,161.65
2026-03,榕川市,自营小程序,收纳用品,空间整理,新客户,平台大促,16,18,28,1300.32,78.36
2026-03,榕川市,自营小程序,收纳用品,空间整理,新客户,会员优惠,18,19,29,1460.15,91.15
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,老客户,无促销,120,173,269,11104.32,662.88
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,35,51,79,2989.36,186.09
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,20,29,45,1558.35,91.81
2026-03,榕川市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,36,52,81,3011.58,177.43
2026-03,榕川市,自营小程序,收纳用品,空间整理,老客户,无促销,106,154,242,13181.74,789.22
2026-03,榕川市,自营小程序,收纳用品,空间整理,老客户,优惠券,31,45,71,3612.48,225.04
2026-03,榕川市,自营小程序,收纳用品,空间整理,老客户,平台大促,17,25,38,1764.72,106.35
2026-03,榕川市,自营小程序,收纳用品,空间整理,老客户,会员优惠,32,46,72,3625.20,226.30
2026-03,榕川市,自营小程序,清洁用品,清洁工具,新客户,无促销,139,153,260,9763.00,421.56
2026-03,榕川市,自营小程序,清洁用品,清洁工具,新客户,优惠券,41,45,75,2595.75,108.95
2026-03,榕川市,自营小程序,清洁用品,清洁工具,新客户,平台大促,23,25,42,1302.84,56.12
2026-03,榕川市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,25,28,47,1574.50,65.42
2026-03,榕川市,自营小程序,清洁用品,家居耗材,新客户,无促销,123,133,225,5485.50,243.75
2026-03,榕川市,自营小程序,清洁用品,家居耗材,新客户,优惠券,36,40,66,1512.72,65.16
2026-03,榕川市,自营小程序,清洁用品,家居耗材,新客户,平台大促,20,22,36,734.76,32.15
2026-03,榕川市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,22,24,41,918.40,40.06
2026-03,榕川市,自营小程序,清洁用品,清洁工具,老客户,无促销,140,206,343,12879.65,556.13
2026-03,榕川市,自营小程序,清洁用品,清洁工具,老客户,优惠券,41,61,102,3530.22,148.17
2026-03,榕川市,自营小程序,清洁用品,清洁工具,老客户,平台大促,23,34,56,1737.12,74.83
2026-03,榕川市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,42,61,101,3383.50,140.59
2026-03,榕川市,自营小程序,清洁用品,家居耗材,老客户,无促销,124,180,306,7460.28,331.50
2026-03,榕川市,自营小程序,清洁用品,家居耗材,老客户,优惠券,37,54,89,2039.88,87.87
2026-03,榕川市,自营小程序,清洁用品,家居耗材,老客户,平台大促,20,29,48,979.68,42.87
2026-03,榕川市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,37,54,90,2016.00,87.93
2026-03,榕川市,自营小程序,小家电,厨房小电,新客户,无促销,93,102,115,26659.30,2239.90
2026-03,榕川市,自营小程序,小家电,厨房小电,新客户,优惠券,28,31,35,7661.85,646.23
2026-03,榕川市,自营小程序,小家电,厨房小电,新客户,平台大促,15,17,19,3751.74,309.73
2026-03,榕川市,自营小程序,小家电,厨房小电,新客户,会员优惠,17,19,22,4715.92,398.29
2026-03,榕川市,自营小程序,小家电,生活电器,新客户,无促销,83,91,100,17988.00,1502.28
2026-03,榕川市,自营小程序,小家电,生活电器,新客户,优惠券,24,27,31,5148.17,410.64
2026-03,榕川市,自营小程序,小家电,生活电器,新客户,平台大促,14,15,17,2593.18,209.31
2026-03,榕川市,自营小程序,小家电,生活电器,新客户,会员优惠,15,16,18,2964.06,241.44
2026-03,榕川市,自营小程序,小家电,厨房小电,老客户,无促销,95,140,155,35932.10,3018.99
2026-03,榕川市,自营小程序,小家电,厨房小电,老客户,优惠券,28,42,47,10288.77,867.80
2026-03,榕川市,自营小程序,小家电,厨房小电,老客户,平台大促,16,23,26,5133.96,423.84
2026-03,榕川市,自营小程序,小家电,厨房小电,老客户,会员优惠,28,41,47,10074.92,850.90
2026-03,榕川市,自营小程序,小家电,生活电器,老客户,无促销,85,123,138,24823.44,2073.15
2026-03,榕川市,自营小程序,小家电,生活电器,老客户,优惠券,25,36,41,6808.87,543.11
2026-03,榕川市,自营小程序,小家电,生活电器,老客户,平台大促,14,21,24,3660.96,295.49
2026-03,榕川市,自营小程序,小家电,生活电器,老客户,会员优惠,25,37,41,6751.47,549.94
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,新客户,无促销,120,131,187,13396.68,687.04
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,36,39,55,3671.80,194.44
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,20,22,31,1829.31,94.78
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,22,24,35,2260.65,119.59
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,新客户,无促销,107,118,169,5762.90,289.26
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,31,35,50,1572.50,80.96
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,17,19,27,775.44,39.77
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,19,21,29,895.52,45.77
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,老客户,无促销,116,169,240,17193.60,881.77
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,34,50,70,4673.20,247.46
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,19,28,40,2360.40,122.29
2026-03,榕川市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,34,50,70,4521.30,239.18
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,老客户,无促销,103,148,209,7126.90,357.73
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,30,43,62,1949.90,100.39
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,17,25,35,1005.20,51.55
2026-03,榕川市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,31,45,64,1976.32,101.01
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,新客户,无促销,90,98,150,6538.50,405.69
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,27,29,46,1829.88,108.70
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,15,17,26,952.90,59.26
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,16,18,28,1111.60,66.97
2026-03,榕川市,第三方平台,收纳用品,空间整理,新客户,无促销,80,87,133,7598.29,470.10
2026-03,榕川市,第三方平台,收纳用品,空间整理,新客户,优惠券,23,25,39,2095.86,130.53
2026-03,榕川市,第三方平台,收纳用品,空间整理,新客户,平台大促,13,14,21,1022.70,62.67
2026-03,榕川市,第三方平台,收纳用品,空间整理,新客户,会员优惠,14,15,23,1219.00,75.70
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,老客户,无促销,96,142,224,9764.16,605.83
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,28,40,61,2426.58,144.15
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,16,23,35,1282.75,79.77
2026-03,榕川市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,29,42,64,2540.80,153.07
2026-03,榕川市,第三方平台,收纳用品,空间整理,老客户,无促销,85,123,187,10683.31,660.97
2026-03,榕川市,第三方平台,收纳用品,空间整理,老客户,优惠券,25,37,57,3063.18,190.78
2026-03,榕川市,第三方平台,收纳用品,空间整理,老客户,平台大促,14,20,31,1509.70,92.51
2026-03,榕川市,第三方平台,收纳用品,空间整理,老客户,会员优惠,25,37,57,3021.00,187.61
2026-03,榕川市,第三方平台,清洁用品,清洁工具,新客户,无促销,113,126,209,8184.44,363.19
2026-03,榕川市,第三方平台,清洁用品,清洁工具,新客户,优惠券,33,37,63,2303.91,99.47
2026-03,榕川市,第三方平台,清洁用品,清洁工具,新客户,平台大促,19,21,35,1161.65,49.45
2026-03,榕川市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,20,22,37,1327.56,58.22
2026-03,榕川市,第三方平台,清洁用品,家居耗材,新客户,无促销,100,109,183,4682.97,197.59
2026-03,榕川市,第三方平台,清洁用品,家居耗材,新客户,优惠券,30,33,55,1313.40,55.38
2026-03,榕川市,第三方平台,清洁用品,家居耗材,新客户,平台大促,17,19,32,697.28,29.59
2026-03,榕川市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,18,20,34,806.14,34.34
2026-03,榕川市,第三方平台,清洁用品,清洁工具,老客户,无促销,110,158,268,10494.88,465.72
2026-03,榕川市,第三方平台,清洁用品,清洁工具,老客户,优惠券,32,46,78,2852.46,123.15
2026-03,榕川市,第三方平台,清洁用品,清洁工具,老客户,平台大促,18,26,44,1460.36,62.17
2026-03,榕川市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,33,48,81,2906.28,127.46
2026-03,榕川市,第三方平台,清洁用品,家居耗材,老客户,无促销,98,145,248,6346.32,267.78
2026-03,榕川市,第三方平台,清洁用品,家居耗材,老客户,优惠券,29,43,72,1719.36,72.50
2026-03,榕川市,第三方平台,清洁用品,家居耗材,老客户,平台大促,16,24,41,893.39,37.91
2026-03,榕川市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,29,43,72,1707.12,72.71
2026-03,榕川市,第三方平台,小家电,厨房小电,新客户,无促销,76,83,92,22886.84,1906.63
2026-03,榕川市,第三方平台,小家电,厨房小电,新客户,优惠券,23,25,28,6418.72,539.28
2026-03,榕川市,第三方平台,小家电,厨房小电,新客户,平台大促,12,13,14,2881.90,230.84
2026-03,榕川市,第三方平台,小家电,厨房小电,新客户,会员优惠,14,15,17,3780.46,309.62
2026-03,榕川市,第三方平台,小家电,生活电器,新客户,无促销,68,73,81,15393.24,1241.49
2026-03,榕川市,第三方平台,小家电,生活电器,新客户,优惠券,20,22,24,4201.44,353.24
2026-03,榕川市,第三方平台,小家电,生活电器,新客户,平台大促,11,12,13,2080.78,166.05
2026-03,榕川市,第三方平台,小家电,生活电器,新客户,会员优惠,12,13,15,2618.70,214.41
2026-03,榕川市,第三方平台,小家电,厨房小电,老客户,无促销,81,121,136,33832.72,2818.50
2026-03,榕川市,第三方平台,小家电,厨房小电,老客户,优惠券,24,35,39,8940.36,751.14
2026-03,榕川市,第三方平台,小家电,厨房小电,老客户,平台大促,13,19,22,4528.70,362.74
2026-03,榕川市,第三方平台,小家电,厨房小电,老客户,会员优惠,24,35,38,8450.44,692.10
2026-03,榕川市,第三方平台,小家电,生活电器,老客户,无促销,72,105,116,22044.64,1777.93
2026-03,榕川市,第三方平台,小家电,生活电器,老客户,优惠券,21,31,35,6127.10,515.14
2026-03,榕川市,第三方平台,小家电,生活电器,老客户,平台大促,12,17,19,3041.14,242.69
2026-03,榕川市,第三方平台,小家电,生活电器,老客户,会员优惠,22,33,37,6459.46,528.87
2026-04,北辰市,自营App,厨房用品,烹饪器具,新客户,无促销,249,274,393,27388.17,1670.44
2026-04,北辰市,自营App,厨房用品,烹饪器具,新客户,优惠券,73,81,117,7454.07,469.82
2026-04,北辰市,自营App,厨房用品,烹饪器具,新客户,平台大促,41,45,65,3784.30,239.48
2026-04,北辰市,自营App,厨房用品,烹饪器具,新客户,会员优惠,45,49,69,4303.53,275.64
2026-04,北辰市,自营App,厨房用品,餐厨工具,新客户,无促销,220,241,348,11508.36,716.28
2026-04,北辰市,自营App,厨房用品,餐厨工具,新客户,优惠券,65,72,102,3144.66,198.33
2026-04,北辰市,自营App,厨房用品,餐厨工具,新客户,平台大促,36,40,57,1578.33,96.39
2026-04,北辰市,自营App,厨房用品,餐厨工具,新客户,会员优惠,40,44,61,1829.39,117.48
2026-04,北辰市,自营App,厨房用品,烹饪器具,老客户,无促销,198,259,361,25158.09,1534.42
2026-04,北辰市,自营App,厨房用品,烹饪器具,老客户,优惠券,58,77,110,7008.10,441.72
2026-04,北辰市,自营App,厨房用品,烹饪器具,老客户,平台大促,33,43,62,3609.64,228.43
2026-04,北辰市,自营App,厨房用品,烹饪器具,老客户,会员优惠,59,78,112,6985.44,447.41
2026-04,北辰市,自营App,厨房用品,餐厨工具,老客户,无促销,176,229,328,10846.96,675.11
2026-04,北辰市,自营App,厨房用品,餐厨工具,老客户,优惠券,52,68,96,2959.68,186.67
2026-04,北辰市,自营App,厨房用品,餐厨工具,老客户,平台大促,29,38,54,1495.26,91.32
2026-04,北辰市,自营App,厨房用品,餐厨工具,老客户,会员优惠,52,69,99,2969.01,190.67
2026-04,北辰市,自营App,收纳用品,衣物收纳,新客户,无促销,199,221,344,14348.24,1032.36
2026-04,北辰市,自营App,收纳用品,衣物收纳,新客户,优惠券,59,64,98,3813.18,277.88
2026-04,北辰市,自营App,收纳用品,衣物收纳,新客户,平台大促,32,35,54,1882.98,141.45
2026-04,北辰市,自营App,收纳用品,衣物收纳,新客户,会员优惠,36,40,62,2375.84,172.15
2026-04,北辰市,自营App,收纳用品,空间整理,新客户,无促销,176,192,295,16605.55,1224.03
2026-04,北辰市,自营App,收纳用品,空间整理,新客户,优惠券,52,57,89,4588.84,344.33
2026-04,北辰市,自营App,收纳用品,空间整理,新客户,平台大促,29,31,48,2237.76,166.29
2026-04,北辰市,自营App,收纳用品,空间整理,新客户,会员优惠,32,35,54,2731.86,200.56
2026-04,北辰市,自营App,收纳用品,衣物收纳,老客户,无促销,165,216,330,13764.30,990.35
